gene_id,SRX033480,SRX033488,SRX033481,SRX033489,SRX033482,SRX033472,SRX033473,SRX033474,SRX033475,SRX033491
72,0,0,0,0,0,0,0,0,0,1
73,0,1,0,0,0,0,0,0,0,1
74,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,2,1,0,0
76,755,1764,699,1769,760,1019,1179,915,756,1969
77,24,48,27,44,22,8,7,7,8,25
78,0,0,0,0,0,0,0,0,0,0
79,0,0,2,3,1,1,0,0,0,4
80,0,0,0,0,0,0,0,0,0,0
81,355,609,288,698,269,325,358,248,319,762
82,0,0,0,0,0,0,0,1,0,0
83,83,188,75,208,119,136,155,96,113,248
84,10,41,10,29,14,19,27,34,12,33
85,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0
87,220,358,143,341,193,335,385,346,232,425
88,0,0,0,0,0,0,0,0,0,0
89,340,387,268,523,406,641,812,673,572,926
90,1567,2713,1191,2904,1374,2182,2580,2155,1853,3286
91,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,1
93,491,995,458,1037,494,1150,1183,1074,840,1363
94,139,344,175,442,270,242,428,228,265,451
95,458,920,401,1010,469,661,995,570,965,1982
96,0,0,0,0,0,0,0,0,0,0
97,16,32,16,17,6,18,9,13,7,30
98,0,0,0,0,0,0,0,0,0,0
99,272,345,202,406,189,263,321,257,265,461
100,722,962,587,1142,643,804,829,742,695,1248
101,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0
103,355,829,356,858,341,467,559,410,361,893
104,403,818,354,831,404,279,379,230,389,862
105,2188,4771,1795,4551,1980,2445,3128,2513,2460,5258
106,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0
108,10,39,15,31,16,25,38,29,20,43
109,30,85,59,93,44,48,59,33,42,87
110,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0
112,0,2,0,2,0,1,1,0,2,0
113,6,2,0,4,2,3,3,1,1,6
114,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0
119,0,0,1,0,0,0,0,0,0,0
120,44,109,62,104,72,31,76,33,37,90
121,41,89,22,55,53,89,66,55,40,95
122,0,0,0,1,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0
125,7,24,11,17,11,15,15,13,10,22
126,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0
128,0,1,0,0,0,2,1,0,2,3
129,159,344,151,378,200,257,325,267,256,458
130,8,9,3,7,1,7,13,7,2,9
131,0,0,0,0,0,0,0,0,0,0
132,309,736,309,852,343,550,565,403,466,959
133,0,0,0,0,0,0,0,0,0,0
134,119,268,111,305,133,228,261,206,189,391
135,49,85,53,149,57,61,88,49,58,110
136,0,0,0,0,0,0,0,0,0,0
137,7,16,20,14,10,21,19,16,21,17
138,79,218,81,208,58,73,71,56,45,137
139,29,47,37,82,32,63,60,43,41,63
140,2278,4396,1684,4121,1914,2001,2527,1985,2364,4842
141,0,0,0,0,0,0,0,0,0,0
142,15,45,26,30,14,31,38,31,38,41
143,0,4,1,2,1,1,0,1,0,2
144,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0
150,10,13,9,19,10,14,19,10,15,32
151,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,1,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0
155,34,51,14,69,28,70,58,42,42,95
156,0,1,0,3,0,0,1,2,1,3
157,692,1445,666,1637,768,1519,1614,1322,1092,1851
158,0,0,0,0,0,0,0,0,0,0
159,74,149,74,174,109,175,194,154,129,206
160,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0
162,789,1814,777,1756,892,1528,1631,1149,747,2539
163,61,119,63,172,78,132,128,101,121,174
164,28,47,13,63,25,16,19,21,13,29
165,262,622,221,652,316,430,546,380,322,780
166,0,0,0,0,0,0,0,0,0,0
167,0,0,3,2,0,0,0,1,0,1
168,1,2,1,2,0,3,0,0,0,3
169,14,13,8,13,4,18,14,19,8,23
170,521,1056,411,1103,427,480,585,467,486,1079
171,15,40,25,33,16,13,15,22,19,41
172,113,219,105,208,81,89,136,95,132,203
173,2,5,3,8,0,6,10,5,2,11
174,5,9,2,7,4,12,13,4,6,7
175,0,0,0,0,0,0,0,0,0,0
176,48,90,20,73,27,46,40,21,20,88
177,1,0,0,0,0,0,1,0,0,0
178,0,0,2,5,0,0,0,1,0,2
179,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0
182,631,1331,568,1478,585,959,1109,804,798,1703
183,14,59,18,44,22,60,56,50,43,52
184,0,0,0,0,0,0,0,0,0,0
185,139,250,133,274,145,237,292,221,182,358
186,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0
188,0,0,0,1,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0
192,52,59,34,72,48,69,60,61,43,90
193,0,0,0,0,0,0,0,0,0,0
194,7,20,2,14,8,12,12,12,8,14
195,151,304,135,318,166,198,204,173,138,365
196,0,0,0,0,0,0,0,0,0,0
197,127,357,103,364,134,275,320,240,189,393
198,2,4,0,1,0,3,5,0,3,4
199,0,0,0,0,0,0,0,0,0,0
200,20,62,15,58,20,38,50,25,18,68
201,8,4,4,10,8,7,14,4,13,7
202,1,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0
205,702,1516,659,1719,812,1150,1329,978,973,1932
206,420,811,407,921,488,737,664,548,610,1058
207,0,1,0,0,0,0,0,0,4,1
208,260,530,234,479,228,266,368,231,270,475
209,0,0,0,0,0,0,0,0,0,0
210,35,47,11,93,25,14,25,15,35,92
211,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0
217,900,1577,731,1728,878,2218,2535,2325,1745,2212
218,0,0,0,0,0,0,0,0,0,0
219,420,1040,400,1125,527,911,969,804,671,1309
220,11,15,1,14,0,2,7,11,3,5
221,16,35,17,48,23,38,37,30,25,55
222,535,1318,543,1351,738,1332,1457,1147,1029,1898
223,11,16,5,14,9,25,19,25,11,24
224,133,179,121,248,118,97,91,61,115,298
225,489,1711,597,1580,545,979,1358,758,542,1488
226,324,604,314,714,342,355,418,300,387,773
227,0,0,1,0,0,0,0,0,0,0
228,151,308,118,319,163,193,215,179,140,339
229,0,6,1,4,2,5,3,7,1,3
230,82,223,67,253,107,119,135,62,54,225
231,128,261,108,301,98,218,253,185,155,327
232,39,94,35,93,34,43,51,30,37,121
233,28,125,32,149,34,68,103,78,76,208
234,14,11,8,11,7,8,5,10,14,23
235,11,6,1,14,12,12,9,17,8,26
236,809,1865,778,1809,813,1097,1173,1140,846,2150
237,0,4,1,3,0,2,8,2,5,2
238,1,9,2,4,6,2,4,5,3,8
239,0,0,0,0,0,0,0,0,0,0
240,726,1581,542,1488,588,488,721,568,658,1484
241,248,618,279,651,287,486,568,436,429,768
242,592,1197,501,1190,568,922,1049,845,692,1879
243,856,1337,671,1624,781,799,1047,985,939,1876
244,1,2,0,1,0,0,0,2,0,0
245,923,2076,920,2246,1182,1750,1958,1402,1336,2666
246,445,1008,438,1098,398,554,678,497,426,1306
247,0,1,0,1,0,1,0,0,2,0
248,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0
250,8,13,11,14,10,13,6,10,6,24
251,659,1327,574,1540,796,1198,1301,1078,846,1890
252,0,0,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,0,0
256,0,1,0,2,1,0,2,1,2,1
257,90,226,86,247,101,164,214,150,119,238
258,7,14,4,7,0,4,5,4,9,13
259,2701,6643,2384,6418,2714,4581,5182,4082,3622,8057
260,27,77,17,84,22,21,25,22,13,37
261,23,40,39,40,24,28,39,40,31,61
262,1,4,4,8,3,13,21,18,6,26
263,0,0,0,0,0,0,3,1,0,4
264,26,38,21,86,40,62,46,28,27,64
265,0,0,0,0,0,0,0,0,2,0
266,0,0,0,1,0,0,1,0,0,1
267,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0
270,1,0,0,0,1,1,1,1,0,3
271,0,0,0,0,0,0,0,0,0,0
272,29,62,28,57,26,71,77,58,29,82
273,12,47,15,49,22,54,28,36,42,85
274,0,0,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0
276,27,112,29,151,32,32,66,47,49,145
277,337,779,345,602,348,228,358,267,303,802
278,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0
280,0,2,1,4,1,4,1,5,2,3
281,0,0,0,0,0,0,0,0,0,0
282,33,111,77,149,63,54,80,48,55,118
283,458,1038,367,1044,425,755,935,782,559,1136
284,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0
286,1,0,0,0,0,1,0,0,0,1
287,0,0,0,0,0,0,0,0,0,0
288,191,416,171,373,186,150,253,124,188,464
289,9,17,3,22,2,7,13,7,12,21
290,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0
296,8,32,12,35,16,16,24,22,19,41
297,3,9,1,8,0,8,2,4,2,4
298,94,212,84,224,76,131,154,108,85,299
299,0,1,0,1,0,0,0,0,0,0
300,1,0,1,4,0,3,1,5,1,5
301,0,0,0,0,0,0,0,0,0,0
302,2105,4062,1873,4028,2152,1838,2356,1803,1712,4680
303,77,128,67,143,94,65,64,55,47,133
304,141,311,125,308,164,141,166,127,154,403
305,0,0,0,0,0,0,0,0,0,0
306,0,2,0,3,0,1,1,1,4,1
307,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0
309,6,28,11,35,11,19,38,26,30,36
310,33,75,32,99,63,56,74,57,51,107
311,51,101,47,138,49,111,112,108,109,157
312,21,49,5,29,28,27,39,42,31,60
313,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0
315,47,64,38,113,46,51,79,45,80,224
316,749,1302,560,1225,635,268,415,269,384,1437
317,102,197,78,208,88,115,166,118,87,194
318,163,357,143,338,132,175,195,150,150,390
319,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0
321,0,8,4,16,9,14,19,16,6,13
322,0,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0
328,3176,5905,2333,5355,2472,1507,2291,1845,2567,5886
329,0,0,0,0,0,0,0,0,0,0
330,28,68,20,96,10,36,51,25,25,73
331,0,0,0,0,0,0,0,0,0,0
332,4,8,3,9,0,10,11,7,1,5
333,1,1,0,1,0,0,1,0,0,1
334,0,0,0,0,0,0,0,0,0,0
335,110,246,110,244,111,61,57,45,76,207
336,0,0,0,0,0,0,1,1,1,0
337,0,0,0,0,0,0,0,0,0,0
338,221,453,213,505,217,431,469,441,336,590
339,0,0,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0
343,228,599,212,579,189,211,308,267,218,486
344,33,82,33,51,30,36,45,45,39,73
345,0,0,0,0,0,0,0,0,0,0
346,18,14,6,32,9,4,7,3,7,24
347,13,25,5,24,10,26,14,18,18,22
348,19,45,18,55,24,34,29,34,31,70
349,119,211,88,210,98,129,158,128,129,271
350,2054,3291,1635,3721,2002,3516,4171,3052,2805,4289
351,0,0,0,0,0,0,0,0,0,0
352,49,97,46,98,41,102,107,146,91,134
353,544,1129,462,1046,554,1017,1050,978,675,1377
354,0,0,0,0,0,0,0,0,0,0
355,36,110,47,128,34,67,63,44,57,125
356,1369,2810,1312,3109,1523,2245,2345,1880,1667,3572
357,4,16,19,28,5,13,16,22,6,26
358,0,0,0,0,0,0,0,0,0,0
359,60,118,50,154,62,130,96,57,79,180
360,20,61,27,56,39,24,50,22,22,88
361,241,677,215,656,265,294,364,274,284,723
362,0,0,0,0,0,0,0,0,0,0
363,13,8,7,24,15,15,14,8,4,14
364,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0
366,257,845,242,662,284,482,545,535,359,889
367,0,0,0,0,0,0,0,0,0,0
368,9,18,6,19,10,9,18,9,4,16
369,108,241,107,285,110,107,125,91,113,246
370,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,1,0,0,0
372,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0
374,145,400,108,385,148,302,291,213,193,451
375,0,0,0,0,0,0,0,0,0,0
376,1,0,0,0,0,0,1,0,0,0
377,4,1,1,3,1,5,4,1,1,3
378,4,14,9,10,6,7,15,13,14,11
379,0,0,0,0,0,0,0,0,0,0
380,25,30,15,42,16,22,28,18,18,76
381,1,5,0,6,4,2,11,3,7,3
382,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0
385,15,43,9,31,17,16,27,13,11,31
386,0,8,0,9,1,5,2,7,4,7
387,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0
389,94,176,88,182,112,90,92,70,97,169
390,0,3,0,2,0,4,2,3,5,2
391,7,31,8,54,22,33,41,14,30,50
392,0,0,0,0,0,0,0,0,0,0
393,331,931,284,890,385,669,721,596,530,1014
394,57,83,48,106,32,45,50,37,69,102
395,1,3,4,1,3,6,1,1,1,2
396,2,2,2,12,3,5,10,2,4,6
397,14,39,12,39,19,25,27,23,16,38
398,0,0,0,0,0,0,0,0,0,0
399,0,3,0,2,0,4,3,0,2,3
400,23,39,17,47,24,50,55,48,49,60
401,0,0,0,0,0,1,0,0,1,1
402,0,0,0,0,0,0,0,0,0,0
403,25,44,21,59,29,53,24,16,22,71
404,193,445,155,461,207,472,517,376,253,571
405,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0
407,7,21,10,18,15,8,11,5,14,37
408,0,0,0,0,0,0,0,0,0,0
409,11,27,12,25,19,12,7,11,15,30
410,166,307,138,354,173,255,294,243,226,452
411,51,182,68,178,90,138,201,168,123,288
412,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0
416,130,367,140,374,159,221,233,181,158,400
417,234,469,191,448,188,261,331,281,306,615
418,66,170,61,204,67,150,129,119,106,238
419,3213,6320,2640,6055,2941,4325,4587,4056,3666,5888
420,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0
422,46,117,34,135,42,88,97,73,46,111
423,10,16,2,10,2,12,13,14,4,16
424,27,96,28,86,45,34,58,32,24,99
425,490,1025,418,1026,510,1025,1183,938,690,1425
426,93,273,100,319,97,202,222,204,153,379
427,0,0,0,1,1,0,0,0,0,1
428,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0
431,243,469,281,574,303,656,625,549,460,622
432,841,1272,720,1431,732,760,907,626,900,1331
433,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0
435,40,67,51,79,35,37,47,44,33,66
436,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0
438,241,552,216,539,222,220,206,204,210,563
439,47,44,31,62,45,29,27,24,24,46
440,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0
442,1073,2749,1009,2720,1270,1695,2075,1446,1442,2718
443,5,6,5,3,3,6,2,4,2,16
444,188,351,190,439,271,361,367,324,282,608
445,976,2083,883,2334,1128,1729,1986,1648,1306,2803
446,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0
448,0,2,0,1,1,6,0,1,2,3
449,0,0,0,0,0,0,0,0,0,0
450,328,765,284,775,301,378,452,391,414,987
451,0,1,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0
453,24,58,20,78,24,41,63,44,39,102
454,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0
456,869,1938,921,2265,1065,1558,1630,1267,1163,2525
457,53,62,32,71,31,36,25,27,20,86
458,23,66,29,68,31,40,46,31,28,70
459,429,804,338,869,440,687,783,647,451,1109
460,208,452,207,504,237,428,439,344,275,651
461,30,71,27,58,32,38,49,31,43,68
462,2,5,0,6,1,5,1,2,3,5
463,12,15,7,22,12,8,17,14,9,18
464,0,0,0,0,0,0,0,0,0,0
465,135,223,105,276,111,119,154,93,106,276
466,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0
469,14,27,15,32,7,20,18,19,20,47
470,0,0,0,0,0,0,0,0,0,0
471,24,56,19,67,31,36,38,29,25,81
472,30,91,36,101,44,44,67,45,39,69
473,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0
476,229,488,176,548,245,461,405,346,284,733
477,1,7,0,4,6,1,5,4,4,6
478,0,0,0,0,1,4,5,5,3,2
479,0,0,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0
482,12,25,17,28,19,8,14,19,14,40
483,225,479,198,512,245,558,588,517,387,625
484,427,1033,363,1102,426,852,916,826,581,1254
485,10,49,13,49,18,52,44,35,37,75
486,1094,2698,889,2239,993,1185,1517,1249,1273,2665
487,0,0,0,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0,0,0
489,134,300,118,287,146,293,313,284,192,457
490,43,145,52,146,62,116,126,101,101,199
491,37,95,41,136,34,29,30,18,17,224
492,479,879,367,1079,520,961,929,793,683,1342
493,30,56,42,49,48,70,49,53,36,42
494,590,1155,470,1167,530,877,1040,852,628,1501
495,56,167,71,199,64,79,106,88,71,169
496,29,77,28,73,25,42,47,42,36,77
497,13,28,5,26,4,6,13,6,4,17
498,19,52,30,65,32,58,56,39,45,57
499,0,0,0,0,0,0,0,0,0,0
500,105,242,92,190,84,137,132,109,103,261
501,0,0,0,0,0,0,0,0,0,0
502,228,441,133,351,224,359,461,421,277,505
503,280,573,289,767,311,448,436,273,343,683
504,125,320,87,268,128,301,339,314,233,352
505,103,172,64,249,84,68,138,96,50,123
506,0,2,0,1,2,0,1,1,0,4
507,0,4,5,9,0,3,3,3,3,12
508,49,159,63,128,76,157,162,91,109,160
509,0,0,0,0,0,0,0,0,0,0
510,1893,4249,1498,4169,1854,2922,3744,2795,2328,5052
511,0,0,0,0,0,0,0,0,0,0
512,305,797,337,912,386,825,981,796,647,1000
513,0,0,0,0,0,0,0,0,0,0
514,1444,3769,1418,4005,1501,2714,3182,2419,2078,4293
515,4,7,5,14,7,14,23,7,9,12
516,193,387,181,400,240,489,491,446,337,568
517,5513,10971,5219,13301,6837,11427,11795,9319,7091,17286
518,0,0,0,0,0,0,0,0,0,0
519,52,168,51,164,47,72,97,54,50,131
520,472,967,516,1220,501,586,616,393,572,1234
521,264,430,233,419,275,164,256,180,211,492
522,6,5,2,5,2,9,10,12,9,13
523,0,0,0,0,0,0,0,0,0,0
524,34,100,69,91,40,94,57,39,40,115
525,4,3,4,9,1,7,4,2,1,5
526,233,596,190,599,218,522,566,443,357,1026
527,1,1,1,0,0,1,1,0,0,2
528,0,0,0,0,0,0,0,0,0,0
529,221,561,179,529,217,188,294,217,223,533
530,0,0,0,0,0,0,0,0,0,0
531,51,77,62,81,40,64,81,76,62,109
532,2,16,10,13,6,28,21,18,14,16
533,0,0,0,0,0,0,0,0,0,0
534,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,0,0
536,1639,3184,1381,3383,1464,1314,1763,1393,1680,3704
537,662,1576,862,2052,889,1157,1391,723,1057,1673
538,109,239,100,265,118,86,121,114,130,305
539,1812,3838,1433,3679,1510,2216,2530,1909,2158,4198
540,373,858,366,843,411,553,595,562,512,913
541,0,0,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0
543,339,442,262,472,297,484,496,467,373,531
544,0,0,0,0,0,0,0,0,0,0
545,2,2,3,4,0,3,4,0,0,1
546,12,32,8,33,16,9,7,8,21,27
547,0,0,0,0,0,0,0,0,0,0
548,209,503,202,516,186,382,494,392,327,718
549,3,14,0,15,4,14,9,7,4,15
550,27,68,26,80,34,59,63,59,33,113
551,2827,4572,2598,4772,2374,1711,2430,1599,2670,5022
552,3,8,7,12,3,3,4,4,5,7
553,94,190,74,209,93,153,183,137,169,272
554,224,493,175,478,242,559,590,536,432,544
555,0,0,0,0,0,0,0,0,0,0
556,176,470,157,463,194,248,279,232,171,512
557,126,254,99,249,137,188,197,175,183,330
558,0,0,0,0,0,0,0,0,0,0
559,596,1154,566,1297,654,1018,1162,832,786,1477
560,0,0,0,0,0,0,0,0,0,0
561,0,1,0,2,2,2,3,2,1,4
562,12,35,22,38,19,24,20,24,22,42
563,69,158,62,160,81,175,164,121,106,225
564,349,793,310,889,345,986,1058,815,646,1213
565,7,19,6,17,3,11,10,25,15,29
566,1718,3062,1514,3284,1507,2250,2406,1937,1781,3344
567,0,0,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0,0,0
569,669,1294,614,1321,742,1353,1402,1209,980,1867
570,598,1373,519,1323,670,1399,1734,1590,1117,1659
571,16,39,14,38,16,46,49,40,38,67
572,1184,3020,1051,2911,1193,3037,3264,3063,2113,3867
573,0,0,0,0,0,0,0,0,0,0
574,0,4,4,5,2,9,6,6,8,11
575,50,75,32,80,32,48,59,47,31,117
576,0,0,0,0,0,0,0,0,0,0
577,2193,4157,2050,4646,2541,5428,6217,5052,4060,5286
578,0,1,0,1,0,0,1,2,1,2
579,707,1200,491,1195,720,1215,1632,1541,921,1564
580,9,14,12,17,10,10,18,15,16,28
581,507,1015,405,1089,552,942,952,758,647,1365
582,795,1373,669,1550,724,1417,1659,1215,1186,1927
583,119,313,122,360,184,366,328,277,233,405
584,4,2,5,6,0,4,1,3,7,6
585,102,203,81,222,97,148,172,136,104,249
586,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0
588,13,34,3,42,13,16,27,15,15,50
589,1395,2832,1168,3071,1521,2420,2771,2214,1757,3912
590,0,0,0,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0,0,0
593,12,29,11,28,14,37,27,34,21,50
594,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0
597,477,974,416,1115,514,907,1005,750,682,1254
598,11,23,8,23,11,19,18,11,8,38
599,3,17,6,8,10,0,0,2,1,0
600,0,0,0,0,1,1,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0
603,92,223,74,197,96,203,264,210,180,233
604,0,0,0,0,0,0,0,0,0,0
605,78,132,50,127,69,105,120,89,96,157
606,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0,0,0
608,28,65,31,50,36,55,67,39,40,50
609,30,84,33,66,36,26,65,43,55,123
